timestamp,adjusted_close,volume
2024-09-17,4824.78,148350
2024-09-18,4834.96,148400
2024-09-19,4844.15,148450
2024-09-20,4853.85,148500
2024-09-23,4864.06,148550
2024-09-24,4873.28,148600
2024-09-25,4883.01,148650
2024-09-26,4893.25,148700
2024-09-27,4902.5,148750
2024-09-30,4912.26,148800
2024-10-01,4922.53,148850
2024-10-02,4931.81,148900
2024-10-03,4941.6,148950
2024-10-04,4951.9,149000
2024-10-07,4961.21,149050
2024-10-08,4971.03,149100
2024-10-09,4981.36,149150
2024-10-10,4990.7,149200
2024-10-11,5000.55,149250
2024-10-14,5010.91,149300
2024-10-15,5020.28,149350
2024-10-16,5030.16,149400
2024-10-17,5040.55,149450
2024-10-18,5049.95,149500
2024-10-21,5059.86,149550
2024-10-22,5070.28,149600
2024-10-23,5079.71,149650
2024-10-24,5089.65,149700
2024-10-25,5100.1,149750
2024-10-28,5109.56,149800
2024-10-29,5119.53,149850
2024-10-30,5130.01,149900
2024-10-31,5139.5,149950
2024-11-01,,
2024-11-04,5160.01,150050
2024-11-05,5169.53,150100
2024-11-06,5179.56,150150
2024-11-07,5190.1,150200
2024-11-08,5199.65,150250
2024-11-11,5209.71,150300
2024-11-12,5220.28,150350
2024-11-13,5229.86,150400
2024-11-14,5239.95,150450
2024-11-15,5250.55,150500
2024-11-18,5260.16,150550
2024-11-19,5270.28,150600
2024-11-20,5280.91,150650
2024-11-21,5290.55,150700
2024-11-22,5300.7,150750
2024-11-25,5311.36,150800
2024-11-26,5321.03,150850
2024-11-27,5331.21,150900
2024-11-28,5341.9,150950
2024-11-29,5351.6,151000
2024-12-02,5361.81,151050
2024-12-03,5372.53,151100
2024-12-04,5382.26,151150
2024-12-05,5392.5,151200
2024-12-06,5403.25,151250
2024-12-09,5413.01,151300
2024-12-10,5423.28,151350
2024-12-11,5434.06,151400
2024-12-12,5443.85,151450
2024-12-13,5454.15,151500
2024-12-16,5464.96,151550
2024-12-17,5474.78,151600
2024-12-18,5485.11,151650
2024-12-19,5495.95,151700
2024-12-20,5505.8,151750
2024-12-23,5516.16,151800
2024-12-24,5527.03,151850
2024-12-25,5536.91,151900
2024-12-26,5547.3,151950
2024-12-27,,
2024-12-30,5568.11,152050
2024-12-31,5578.53,152100
2025-01-01,5589.46,152150
2025-01-02,5599.4,152200
2025-01-03,5609.85,152250
2025-01-06,5620.81,152300
2025-01-07,5630.78,152350
2025-01-08,5641.26,152400
2025-01-09,5652.25,152450
2025-01-10,5662.25,152500
2025-01-13,5672.76,152550
2025-01-14,5683.78,152600
2025-01-15,5693.81,152650
2025-01-16,5704.35,152700
2025-01-17,5715.4,152750
2025-01-20,5725.46,152800
2025-01-21,5736.03,152850
2025-01-22,5747.11,152900
2025-01-23,5757.2,152950
2025-01-24,5767.8,153000
2025-01-27,5778.91,153050
2025-01-28,5789.03,153100
2025-01-29,5799.66,153150
2025-01-30,5810.8,153200
2025-01-31,5820.95,153250
2025-02-03,5831.61,153300
2025-02-04,5842.78,153350
2025-02-05,5852.96,153400
2025-02-06,5863.65,153450
2025-02-07,5874.85,153500
